标题,评分,品牌,产地,茶类,详情链接,id,荐指数,总评,茶语排行,茶语分类排行,综合评分排行,热搜排行
[孝文家茶]3699口粮茶（2014）,8.6,孝文家茶,福建,乌龙>其他,https://chaping.chayu.com/tea/2018,2018,3,"这是一款高性价比的武夷岩茶，总体滋味温和、原料等级普通、制作标准，口感舒适度高。
茶汤色橙红，颜色清澈透亮，香气较为丰富，熟果香、花香和茶汤融合度好，挂杯香浓郁且持久。茶汤入口顺畅、甘爽，饮后口腔留香好。
",953,142,2591,1832
[瓯叶]平阳黄汤（2017）,8.6,瓯叶,浙江,黄茶>其他,https://chaping.chayu.com/tea/3554,3554,3,这款黄茶炒米香为主，带有清甜香，滋味清鲜爽口，微涩快速化开后回甘生津持续，口腔带有清凉感，整体品饮口感好。,953,48,432,4304
[中茶]蝴蝶茉莉凤雪（2017）,8.6,中茶,福建,花茶>茉莉花茶,https://chaping.chayu.com/tea/4066,4066,3,"这是一款滋味鲜爽，香气融合度较好的茉莉花茶。
茶香清新自然，茶汤比较鲜爽带有甜味，茶汤较浓，入口微有涩味，化开快，饮后有回甘生津。",953,46,764,1961
[福邻居]上善若水（银针）,8.6,福邻居,广西,白茶>其他,https://chaping.chayu.com/tea/1507,1507,3,"外形美观，内质欠薄的白茶。
香气纯净，浅花果香清雅素净，悠长深远。
滋味比较薄弱，不耐冲泡。",953,64,2180,3766
[茶祖印象]三湘红 宋韵8800,8.6,茶祖印象,湖南,红茶>其他,https://chaping.chayu.com/tea/1241,1241,3,"一款选料好，工艺比较恰当的红茶，基本具备一款比较优秀红茶的品质。
焦糖香、果香显著且持久。
茶汤醇和甜",953,136,432,3571
[公和厚]庐山云雾一级（2016）,8.6,公和厚,江西,绿茶>其他,https://chaping.chayu.com/tea/2265,2265,3,"这是一款选料细嫩，外形漂亮，香气高雅的绿茶。
整体花香，持久性尚可，滋味醇厚，汤感顺滑，爽口，入口有涩感，回甘度较低。
总体协调性较好，耐冲泡度正常。
",953,221,1681,1071
[和菓森林]璎珞红茶（2017）,8.6,和菓森林,台湾,红茶>其他,https://chaping.chayu.com/tea/4313,4313,3,茶叶香气中有发酵过度产生的果酸味，品种的花香和焙火的甜香协调愉悦；滋味纯正较浓，有一定的收敛性，甜中带有酸味和涩味，茶汤不够顺滑。性价比较高，可以作为茶客的口粮茶。,953,136,764,534
[赵李桥]青砖茶（2011）,8.6,赵李桥,湖北,黑茶>其他,https://chaping.chayu.com/tea/1754,1754,3,此款茶经过转化，香气干闻有木香，冲泡后药香浓郁持久，杯底枣香带木香，协调性好。滋味醇厚，甘爽滑，回味，回甘快且持，不过汤色和汤感厚度的协调性稍差。,953,24,2591,373
[溪篼白茶]白牡丹（2017）,8.6,溪篼白茶,福建,白茶>白牡丹,https://chaping.chayu.com/tea/3547,3547,3,前期茶汤柔和，有厚度，甜润带鲜，较顺口，满口留甜，舌两侧稍有生津；但后期茶汤下降较快，涩感有所增加，在两颊稍微停留；入口略有青气，有青豆香、花香、毫香较好融合于茶汤，饮后口腔有清凉感，清新舒服。,953,64,432,380
[栾氏普洱]月光白(2015),8.6,栾氏普洱,云南,白茶>生茶,https://chaping.chayu.com/tea/1500,1500,3,"选自澜沧江西岸的南糯山早春茶制作而成。又名月光美人，也被称为茶、月光茶，是普洱茶中的。此茶叶面呈黑色，叶背呈白色，黑白相间，叶芽白亮像一轮弯弯的月亮，一芽二叶整体看起来就像黑夜中的月亮，故得名“”。
",953,64,47,2518
[下关沱茶]金榜甲沱（2015）,8.6,下关沱茶,云南,普洱>生茶,https://chaping.chayu.com/tea/1245,1245,3,"一款选料、适口性都好的沱茶。
香气中带有较明显的甜花香，略带烟味，与传统沱茶浓郁的烟味有区别，茶汤虽较浓，但刺激性不强，苦化开快，回甘比较明显。
",953,263,2938,859
[乌哒]白牡丹（2015）,8.6,乌哒,福建,白茶>其他,https://chaping.chayu.com/tea/1502,1502,3,一款,953,64,2180,3309
[伯韵]黄山毛峰（2016）,8.6,伯韵,安徽,绿茶>黄山毛峰,https://chaping.chayu.com/tea/2270,2270,3,"此款绿茶回甘悠长，让人颇有记忆度。
香气特色不明显。滋味甜度好，汤水顺滑，有舌底鸣泉之感。
总体协调性好，耐冲泡度一般。",953,221,1177,233
[茶香记]诏安八仙（2017）,8.6,茶香记,福建,乌龙>其他,https://chaping.chayu.com/tea/4062,4062,3,"香气独特持久，有少量青味瑕疵的茶，滋味浓，耐泡。
香气浓且持久，似花似蜜，但是有明显青气瑕疵。滋味浓，比较饱满，鲜度甜度明显，苦感高，化得快，生津略慢。",953,142,432,2277
[千庭] 逸韵2号,8.6,千庭,广东,乌龙>其他,https://chaping.chayu.com/tea/1508,1508,3,"这款凤凰滋味浓厚，香气怡人。
冲泡前期花香兼果香，还有淡淡的栀子花香，后转为甜花香，幽长而持久。滋味浓厚、汤质较稠，口腔两侧感较强，但回甘亦很舒适。
",953,142,4280,4263
[红方牌]（日春茶业） 武夷肉桂610,8.6,红方牌,福建,乌龙>其他,https://chaping.chayu.com/tea/998,998,3,"干茶：条索尚紧结，较，有少许短碎，净度较好。色泽乌褐尚。
汤色：橙红明亮
香气：花香、果香、乳香和桂皮般的香气融合而成的馥郁的香气令人陶醉，香气持久。 
滋味：滋味醇厚，回甘快，唇齿留香，意犹未尽，耐冲泡
：红褐，肥厚尚亮，较柔软，较好。",953,142,1177,2326
[若水堂]特级陈年大红袍北斗一号,8.6,若水堂,福建,乌龙>其他,https://chaping.chayu.com/tea/1766,1766,3,"一款原料较粗，为掩盖原料的粗老而采用重工艺而成的岩茶。 
香气烟香明显，滋味苦显，饮后满口焦苦。
",953,142,2591,3784
[六大茶山]高山红（2015）,8.6,六大茶山,云南,红茶>其他,https://chaping.chayu.com/tea/1511,1511,3,此款茶选料优质，较,953,136,1681,3325
[Fauchon馥颂]伯爵茶（2016）,8.6,Fauchon馥颂,国外,红茶>其他,https://chaping.chayu.com/tea/2791,2791,3,这是一款相当优秀的拼配茶，茶叶原料等级不高，但茶与佛手柑、陈皮的香气相得益彰，茶汤滋味协调，甜顺，生津明显，耐泡性不错。总的来说是值得体验的好茶，虽说价格不便宜，但值得购买。,953,136,1681,3772
[三江三味]峨眉山茉莉花茶（2017）,8.6,三江三味,四川,花茶>茉莉花茶,https://chaping.chayu.com/tea/4071,4071,3,"这是一款滋味鲜爽，香气鲜灵的花茶。
茶汤滋味鲜爽，香气以茉莉花香带豆香清香，汤与香气融合度较好，入口柔润鲜爽，有弱涩，耐泡度普通。
",953,46,432,2238
[唐茶坊]铁罗汉（2015）,8.6,唐茶坊,福建,乌龙>其他,https://chaping.chayu.com/tea/1512,1512,3,一款原料较优，工艺较好的乌龙茶，外形乌褐带红，紧直较肥，条索较匀，干茶带,953,142,764,3450
[鑫凤凰]梵香普洱（2014）,8.6,鑫凤凰,云南,普洱>熟茶,https://chaping.chayu.com/tea/2024,2024,3,"一款温润的熟普。
茶叶的入口舒适度较好，香气纯净，枣香明显，尾水期则转为米仓香，茶汤厚度好，汤水顺滑，甜感明显。稍有小瑕疵，茶汤不够明亮，汤水中有清晰的苦感。但整体是一款相当不错的熟茶。
",953,263,1177,3618
[鼎白]陈年白毫银针（2010）,8.6,鼎白,福建,白茶>其他,https://chaping.chayu.com/tea/3048,3048,3,"一款香气带有奶香，滋味清甜，但略显单薄的白茶。
该茶香气整体不显，但有奶油香，后期出现豆奶香。入口鲜而甜滑，后期舌面略有涩，略有回甘生津，口内微有清凉感。汤质偏薄。
",953,64,432,1332
[陈升号]半坡寨（2015）,8.6,陈升号,云南,普洱>生茶,https://chaping.chayu.com/tea/1257,1257,3,"一款口腔甜香馥郁、汤水柔顺的优质生普。
此款生茶以淡淡的甜香为主，汤水中香气持久但并不高扬，馥郁的甜花香留存在口腔中，茶汤糯甜，入口柔顺，苦化开快，回甘明显，回甜时间比较长。
",953,263,1177,1607
[春到]特级蒙顶黄芽（2016）,8.6,春到,四川,黄茶>其他,https://chaping.chayu.com/tea/2538,2538,3,"一款滋味存在缺陷，售价高昂，性价比极低的黄茶。
香气炒香低弱，持久度低，滋味淡薄，舌苔涩味明显，难化开，爽口性较好。
总体协调性正常，耐冲泡度一般。",953,48,2180,3217
[草木君]佛国岩雪梨（2016）,8.6,草木君,福建,乌龙>其他,https://chaping.chayu.com/tea/3051,3051,3,"雪梨香非常典型，滋味平顺的一款岩茶。
香气前期以明显的火功香为主，饮后口中有清晰的梨子果肉甜香，在口中后段持久保持。
茶汤滋味较平，有不错的甜润感，涩感清晰，化开较快。耐泡度普通。
",953,142,764,2198
[石雨益昌号]戈新龙（2014）,8.6,石雨益昌号,云南,普洱>生茶,https://chaping.chayu.com/tea/3307,3307,3,"这是一款性价比好，香味明显，滋味刚烈厚实生茶。
茶叶香气纯正、花蜜香浓郁持久。口感表现佳，回甘生津强烈，口感回味较好。
总体协调性好，耐泡度较高。
",953,263,1177,4235
[曦瓜]珍藏水仙 春茶 （2014）,8.6,曦瓜,福建,乌龙>其他,https://chaping.chayu.com/tea/1772,1772,3,"一款原料粗老，重的水仙
外形条索粗松，尚；内质汤色橙红较明，浓中略显花香，滋味浓醇略苦显粗，粗老、硬暗，较耐泡。
",953,142,1681,3489
[万福昌 ]南京雨花茶（雨前特级）（2016）,8.6,万福昌 ,江苏,绿茶,https://chaping.chayu.com/tea/2284,2284,3,"一款滋味、香气都不错的茶。
外形条索紧细圆直，形似松针，汤色嫩绿明亮，清香高长，滋味鲜醇爽口，回甘、生津好。
",953,221,2591,598
[福驾]齐鲁干烘（2016）,8.6,福驾,山东,黄茶>其他,https://chaping.chayu.com/tea/2540,2540,3,这是一款让人惊喜并且印象深刻的黄大茶。没有华丽优美的外表，但是滋味浓，甜醇甘润，喉咙有留香，回甘强劲。香气滋味非常接近岩茶，发酵程度较深，几乎没有苦涩味，烘培香浓郁悠长，耐泡程度也十分令人满意。很具有黄大茶的特征。,953,48,1177,2771
[绿芳]铁观音·炭焙熟茶（2017）,8.6,绿芳,福建,乌龙>其它,https://chaping.chayu.com/tea/4332,4332,3,"香气复合入汤，滋味较浓的浓香铁观音
香气入汤，混合了蜜甜香，熟果甜香和炒米香；饮后嘴里留香明显且持续；
茶汤滋味较浓，有一定鲜甜度；后期涩感和果酸明显，涩感化开较慢。
",953,142,1177,1261
[春光茶坊]香竹箐古树茶（2015）,8.6,春光茶坊,云南,普洱>生茶,https://chaping.chayu.com/tea/1517,1517,3,一款香气较好，口感和谐的普洱生茶。此款茶叶的香气浓郁、持久，以花香为主，带有果香，茶汤厚度较好，入口甜味明显，虽有苦，但化开快，回甘,953,263,1177,570
[闽饮]一级大红袍（2017）,8.6,闽饮,福建,乌龙>其他,https://chaping.chayu.com/tea/4333,4333,3,"香气浓郁，滋味浓厚的大红袍
干茶不起眼，冲泡之后汤色橙黄明亮，香气浓郁纯净舒适，汤香杯底香都比较浓，第六泡之后，香气变弱。滋味比较浓厚，有明显的苦涩感，回甘和生津很快。有点叮舌感。
",953,142,1681,1288
[吉普号]老特沱（2010）,8.6,吉普号,云南,普洱>熟茶,https://chaping.chayu.com/tea/750,750,3,"干茶：压制的松紧程度略偏松，表面无茶叶脱落现象，色泽乌褐，面张上金毫隐约可见，条索粗壮紧实。汤色：汤色红浓较亮，金圈稍显，汤色表现的比较稳定且持久。气味：香气，持久，勐海熟茶的地域香明显，干香。滋味：茶汤滋味较醇厚，平和，但度不够，感觉茶汤浮于舌面，没有那种透感。：茶叶经过充分冲泡过后，乌油亮，大部分厚实,也有一些叶张较薄的，柔软，稍有点弹性，手捏无泥感。",953,263,4062,2999
[安化黑茶]原叶金茯（2012）,8.6,安化黑茶,湖南,黑茶>其他,https://chaping.chayu.com/tea/1774,1774,3,这款2012年生产的黑茶，干茶显露，滋味较突出。陈香带持久，滋味甜醇，汤感厚实，入口柔和，甜度较高，回味，满口甜香四溢，持久。稍有不足的是冲泡后叶粗老气较重。,953,24,764,836
[福今]精品熟茶（2016）,8.6,福今,云南,普洱>熟茶,https://chaping.chayu.com/tea/3822,3822,3,"选料等级偏低，香气滋味表现较好的一款熟茶。
香气为比较干净的陈香和甜香，饮后嘴里留香持久。
茶汤滋味较浓，有稠度，有明显的甜润感，饮后嘴里有不错的生津和回甘。",953,263,432,1823
[好热闹]精选六安瓜片,8.6,好热闹,安徽,绿茶>其它,https://chaping.chayu.com/tea/1263,1263,3,这款瓜片，带有松烟烘焙的味道，是用了传统的拉火工艺。外形似瓜子，但还需要改进，色泽墨绿带黄边。香气鲜而浓郁，且持久，但是有微弱的烟味。汤色浅黄明亮，入口厚滑、滋味鲜浓，回甘快而持久，整体滋味协调。耐泡度好。,953,221,764,3170
[林生茶]婺源林生茶一级（2016）,8.6,林生茶,江西,绿茶>其他,https://chaping.chayu.com/tea/2287,2287,3,"一款整体表现标准的绿茶。
从干茶到内质，表现稳定，没有明显缺点。干茶翠绿带白毫，紧直匀整，滋味甜润，较鲜爽，带有淡淡的板栗香、清香和花香，无苦涩，有回甘生津。
",953,221,1681,967
[博友]十周年纪念饼（2012）,8.6,博友,云南,普洱>熟茶,https://chaping.chayu.com/tea/3311,3311,3,"香气干净浓郁，留香好，品饮的适口度高，可惜茶汤整体厚度稍差。

茶汤稠度好、顺口，但厚度稍差；汤中糯米香干净且浓郁略带甜香，甜香留至喉部，杯底留甜香持久；入口茶汤略甜带稠，快速滑到喉部，无明显苦涩感，口中回甘带糯感，两颊略有生津；饮后喉咙清凉舒服，耐泡度高。",953,263,764,4273
[湘丰]湘丰绿（2017）,8.6,湘丰,湖南,绿茶>其他,https://chaping.chayu.com/tea/3567,3567,3,"这是一款鲜爽宜人的绿茶。
从外观上看，并不杰出，但是香气纯净，豆香持久高扬，滋味鲜醇甘爽，生津回甘强劲，口腔中长期留有清爽的甜与花果的气息。从品饮角度来说，是一款性价比高令人满意的绿茶。但是唯一缺点是稍有火味",953,221,764,388
[老仙]狗牯脑,8.6,老仙,江西,绿茶>其他,https://chaping.chayu.com/tea/1264,1264,3,这款狗牯脑，整体品质较好，选料也比较嫩，干茶色泽深绿色，卷曲成螺，略显白毫，汤色浅黄亮，清香高扬而鲜爽，但略带烟味，滋味较浓，爽口，回甘舒适。较为耐泡。,953,221,1177,2139
[三父子]蜀眉新竹（毛峰）(2015),8.6,三父子,四川,绿茶>其他,https://chaping.chayu.com/tea/1520,1520,3,这是一款品质较为正常的绿茶。原料较为细嫩，以一芽一叶为主，香气嫩香浓郁持久，口腔留香好，整体滋味鲜甜，入口甜柔，回甘,953,221,1681,4176
[润思]祁红一号（2017）,8.6,润思,安徽,红茶>祁门红茶,https://chaping.chayu.com/tea/3824,3824,3,"一款复合香型、滋味浓度适宜，很有祁红风味的红茶。
香气较清淡纯正，木质香、烘焙干香、花香、甜香复合；滋味平和、甜润，稍带青涩味，回甘快，持续。
",953,136,764,780
[大信]杏仁香单丛,8.6,大信,广东,乌龙>单丛,https://chaping.chayu.com/tea/753,753,3,此款带有自然而高扬的杏仁香气和蜜香。汤色橙黄明亮。滋味爽口，汤较厚，甜，回甘,953,142,764,2585
